date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/5/20 0:00,3,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0,17814 SE 257th St,Covington,WA 98042,USA,6.257616551,289000.0
2014/5/20 0:00,3,1.75,1560,9788,1.0,0,0,3,1560,0,1964,2000,12816 84th Ave S,Seattle,WA 98178,USA,6.543571778,291000.0
2014/5/20 0:00,3,1.0,910,8000,1.0,0,0,4,740,170,1950,1983,20013 15th Ave NW,Shoreline,WA 98177,USA,6.479285336,299950.0
2014/5/20 0:00,6,5.25,2860,5682,2.0,0,0,3,2860,0,1978,0,606 5th St SE,Auburn,WA 98002,USA,6.299830556,300000.0001
2014/5/20 0:00,3,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0,12840 163rd Ave SE,Renton,WA 98059,USA,7.302841306,300000.0001
2014/5/20 0:00,3,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009,13424 NE 80th St,Redmond,WA 98052,USA,7.512616968,300000.0
2014/5/20 0:00,2,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,5937 Delridge Way SW,Seattle,WA 98106,USA,6.193858055,305000.0
2014/5/20 0:00,3,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,7757 15th Ave SW,Seattle,WA 98106,USA,7.861206011,309000.0
2014/5/20 0:00,3,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0,20515 SE 333rd Pl,Auburn,WA 98092,USA,7.675670703,314999.9998
2014/5/20 0:00,2,1.0,790,6969,1.0,0,0,3,790,0,1955,1984,10830 132nd Ave NE,Redmond,WA 98052,USA,7.863062118,315000.0
2014/5/20 0:00,3,1.75,1280,10716,1.0,0,0,4,1280,0,1969,0,14201-14211 146th Pl SE,Renton,WA 98059,USA,7.634310233,317061.875
2014/5/20 0:00,3,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0,2525 NE 24th St,Renton,WA 98056,USA,7.799849096,320000.0
2014/5/20 0:00,4,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0,12813 81st Ave NE,Kirkland,WA 98034,USA,6.367444236,325000.0
2014/5/20 0:00,6,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,1178 Camas Ave NE,Renton,WA 98056,USA,6.160540436,326000.0
2014/5/20 0:00,4,2.5,1600,6765,1.0,0,0,3,830,770,1947,2011,6048 26th Ave SW,Seattle,WA 98106,USA,7.778720748,329000.0
2014/5/20 0:00,3,2.5,2170,4905,2.0,0,0,3,2170,0,2004,2003,22639 SE 280th Pl,Maple Valley,WA 98038,USA,7.738262028,329900.0
2014/5/20 0:00,4,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,38068 41st Pl S,Auburn,WA 98001,USA,7.231689935,329995.0
2014/5/20 0:00,3,1.0,1180,43124,1.0,0,0,4,1180,0,1959,0,8442-8514 WA-900,Issaquah,WA 98027,USA,6.032426396,330000.0001
2014/5/20 0:00,2,1.0,860,8308,1.0,0,0,4,860,0,1948,0,3522 SW 107th St,Seattle,WA 98146,USA,6.445719928,330000.0
2014/5/20 0:00,3,1.0,1060,10050,1.0,0,0,4,1060,0,1967,0,8136 NE 147th Pl,Kenmore,WA 98028,USA,7.980525375,335000.0
2014/5/20 0:00,3,1.5,1240,11200,1.0,0,0,4,1240,0,1954,1979,15154 SE Newport Way,Bellevue,WA 98006,USA,7.576940881,345000.0
2014/5/20 0:00,5,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,352 17th Ave,Seattle,WA 98122,USA,7.054065549,345600.0
2014/5/20 0:00,4,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0,22507 SE 279th St,Maple Valley,WA 98038,USA,7.429972154,350000.0
2014/5/20 0:00,4,1.75,1590,10523,2.0,0,0,4,1590,0,1922,0,14556 Stone Ave N,Shoreline,WA 98133,USA,7.244903594,372500.0
2014/5/20 0:00,2,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012,2825 W Elmore St,Seattle,WA 98199,USA,7.753630526,376000.0
2014/5/20 0:00,4,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0,24729 SE 276th Pl,Maple Valley,WA 98038,USA,7.013030323,380000.0001
2014/5/20 0:00,3,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0,4355 Jill Pl S,Seattle,WA 98108,USA,7.458410985,379999.9999
2014/5/20 0:00,3,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0,35131 SE Ridge St,Snoqualmie,WA 98065,USA,7.944348631,384000.0
2014/5/20 0:00,3,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,6428 NE 184th St,Kenmore,WA 98028,USA,6.193050777,385000.0
2014/5/20 0:00,2,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA,6.37759613,387000.0
2014/5/20 0:00,4,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,1505 29th Ave,Seattle,WA 98122,USA,7.144452469,387500.0
2014/5/20 0:00,4,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,14223 SE 179th Pl,Renton,WA 98058,USA,7.199969565,390000.0
2014/5/20 0:00,3,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,7505 Ravenna Ave NE,Seattle,WA 98115,USA,7.83562632,395000.0
2014/5/20 0:00,2,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,7358 28th Ave SW,Seattle,WA 98126,USA,7.739465258,396674.9999
2014/5/20 0:00,5,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,16819 SE 171st Pl,Renton,WA 98058,USA,6.563895879,405000.0
2014/5/20 0:00,3,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,7416 Better Way Loop SE,Snoqualmie,WA 98065,USA,6.929527222,409316.0
2014/5/20 0:00,3,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,4351 Jill Pl S,Seattle,WA 98108,USA,7.135189993,415000.0
2014/5/20 0:00,4,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998,11207 Evanston Ave N,Seattle,WA 98133,USA,7.587321477,423000.0
2014/5/20 0:00,4,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,24957 SE 279th St,Maple Valley,WA 98038,USA,6.469930949,426000.0001
2014/5/20 0:00,3,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,5206 13th Ave S,Seattle,WA 98108,USA,6.326316286,430000.0
2014/5/20 0:00,3,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0,16103 Kelly Rd NE,Duvall,WA 98019,USA,7.858828441,439000.0009
2014/5/20 0:00,3,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,9608 Roosevelt Way NE,Seattle,WA 98115,USA,7.932405669,439999.9999
2014/5/20 0:00,2,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,5501 37th Ave NE,Seattle,WA 98105,USA,7.168044513,440000.0
2014/5/20 0:00,3,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,USA,6.727734571,450000.0001
2014/5/20 0:00,4,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,1106 N 80th St,Seattle,WA 98103,USA,6.638467059,452000.0
2014/5/20 0:00,1,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,14634 128th Ave NE,Woodinville,WA 98072,USA,6.243664938,458000.0
2014/5/20 0:00,3,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,1427 NW 62nd St,Seattle,WA 98107,USA,7.125326355,467000.0
2014/5/20 0:00,4,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,11726 Phinney Ave N,Seattle,WA 98133,USA,7.880876727,475000.0
2014/5/20 0:00,4,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,2612 49th Ave SW,Seattle,WA 98116,USA,6.71732297,480000.0
2014/5/20 0:00,2,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,4844 47th Ave SW,Seattle,WA 98116,USA,7.666459854,483944.9999
2014/5/20 0:00,5,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923,1400 10th Ave W,Seattle,WA 98119,USA,6.724530793,489999.9999
2014/5/20 0:00,3,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA,7.022158335,490000.0
2014/5/20 0:00,4,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,5011 SW Dawson St,Seattle,WA 98136,USA,6.019230173,494000.0
2014/5/20 0:00,5,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,18460 SE 143rd St,Renton,WA 98059,USA,6.717604443,499949.9999
2014/5/20 0:00,3,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008,16630 SE 26th St,Bellevue,WA 98008,USA,7.911380912,507500.0
2014/5/20 0:00,4,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,5407 NE 3rd Pl,Renton,WA 98059,USA,7.256320918,514999.9999
2014/5/20 0:00,4,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,2019 182nd Ave NE,Redmond,WA 98052,USA,7.380660753,519900.0
2014/5/20 0:00,4,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA,7.349644421,520000.0
2014/5/20 0:00,3,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,4017 36th Ave SW,Seattle,WA 98126,USA,6.566833489,524999.9999
2014/5/20 0:00,3,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,7928 NE 182nd Pl,Kenmore,WA 98028,USA,7.33763017,551000.0
2014/5/20 0:00,5,2.25,2890,12478,2.0,0,0,3,2890,0,1977,2004,2116 Sahalee Dr E,Sammamish,WA 98074,USA,6.784546219,598000.0001
2014/5/20 0:00,3,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,4810 S Raymond St,Seattle,WA 98118,USA,7.274866823,599950.0
2014/5/20 0:00,4,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,4941-4949 125th Ave SE,Bellevue,WA 98006,USA,7.847245236,614999.9999
2014/5/20 0:00,3,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0,3113 E Cherry St,Seattle,WA 98122,USA,6.455396699,619500.0
2014/5/20 0:00,3,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,8719 228th Way NE,Redmond,WA 98053,USA,6.367377715,620000.0
2014/5/20 0:00,4,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0,6519 Sword Fern Ave SE,Snoqualmie,WA 98065,USA,7.838822958,624999.9998
2014/5/20 0:00,4,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,13615 179th Ave NE,Redmond,WA 98052,USA,7.577408502,639000.0
2014/5/20 0:00,4,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,17428 7th Pl SW,Normandy Park,WA 98166,USA,7.653526908,674999.9999
2014/5/20 0:00,3,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,16822 NE 87th St,Redmond,WA 98052,USA,6.462800434,675000.0
2014/5/20 0:00,4,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,11332 30th Ave NE,Seattle,WA 98125,USA,6.031594007,699000.0
2014/5/20 0:00,4,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,2913 278th Ave SE,Sammamish,WA 98075,USA,6.98072043,730000.0
2014/5/20 0:00,3,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,16420 SE 39th Pl,Bellevue,WA 98008,USA,7.03698198,749950.0
2014/5/20 0:00,6,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,3429 9th Ave W,Seattle,WA 98119,USA,7.557597836,755000.0
2014/5/20 0:00,4,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,5028 157th Ave SE,Bellevue,WA 98006,USA,7.68570861,760000.0
2014/5/20 0:00,4,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,17323 NE 24th St,Redmond,WA 98052,USA,6.294925219,765000.0
2014/5/20 0:00,4,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,2500-2556 NW Alpine Crest Way,Issaquah,WA 98027,USA,6.918212543,785000.0
2014/5/20 0:00,4,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,13009 NE 74th St,Kirkland,WA 98033,USA,6.404074115,860000.0
2014/5/20 0:00,4,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,10599 Marine View Dr SW,Seattle,WA 98146,USA,7.622083075,879949.9999
2014/5/20 0:00,4,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,6046 126th Ave NE,Kirkland,WA 98033,USA,7.698399654,924999.9998
2014/5/20 0:00,4,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,6511 37th Ave NE,Seattle,WA 98115,USA,7.181680686,953006.9999
2014/5/20 0:00,4,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,2602 Shoreland Dr S,Seattle,WA 98144,USA,6.330453473,978000.0
2014/5/20 0:00,3,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,7529 Lakemont Dr NE,Seattle,WA 98115,USA,7.759793513,1100000.0
2014/5/20 0:00,6,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,2212 N 36th St,Seattle,WA 98103,USA,7.078899205,1125000.0
2014/5/20 0:00,4,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,16864 SE 57th Pl,Bellevue,WA 98006,USA,6.749568984,1212500.0
2014/5/20 0:00,4,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,5830 246th Pl NE,Redmond,WA 98053,USA,6.119766858,1300000.0
2014/5/20 0:00,4,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,2625 82nd Ave NE,Medina,WA 98039,USA,7.954010442,1800000.0
2014/5/21 0:00,3,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963,10626 Kelly Rd NE,Carnation,WA 98014,USA,6.427269531,150000.0
2014/5/21 0:00,2,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,1215 S 211th St,Des Moines,WA 98198,USA,6.041365516,189650.0
2014/5/21 0:00,3,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,18600-18698 SE 259th Pl,Covington,WA 98042,USA,7.242609009,195000.0
2014/5/21 0:00,2,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,24807 10th Ave S,Des Moines,WA 98198,USA,7.825588169,195000.0
2014/5/21 0:00,3,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,9612-9618 Renton Ave S,Seattle,WA 98118,USA,6.441328991,210000.0
2014/5/21 0:00,3,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,9455 8th Ave SW,Seattle,WA 98106,USA,7.278261472,218000.0
2014/5/21 0:00,4,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,767 Oakhurst Dr,Pacific,WA 98047,USA,7.439357555,220000.0001
2014/5/21 0:00,3,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,1122 Harding St,Enumclaw,WA 98022,USA,6.755298145,220000.0
2014/5/21 0:00,5,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,10645 2nd Ave SW,Seattle,WA 98146,USA,6.81843514,230000.0
2014/5/21 0:00,2,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,17451 42nd Ln S,SeaTac,WA 98188,USA,7.628196391,240000.0
2014/5/21 0:00,3,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,12432 16th Ave S,Seattle,WA 98168,USA,6.095175499,246000.0001
2014/5/21 0:00,2,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,9412 24th Ave SW,Seattle,WA 98106,USA,6.25633315,249900.0
2014/5/21 0:00,3,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,29812 55th Pl S,Auburn,WA 98001,USA,7.099171298,250000.0
2014/5/21 0:00,3,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,19300 142nd Pl SE,Renton,WA 98058,USA,6.548946866,255000.0
2014/5/21 0:00,3,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,23255 133rd Ave SE,Kent,WA 98042,USA,6.471170646,256750.0
2014/5/21 0:00,6,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,142 11th St SE,Auburn,WA 98002,USA,6.37289075,260000.0001
2014/5/21 0:00,4,1.0,1310,5200,1.5,0,0,3,1160,150,1945,2010,7127 29th Ave SW,Seattle,WA 98126,USA,6.597994702,266066.6667
2014/5/21 0:00,3,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,5601-5605 21st Ave SW,Seattle,WA 98106,USA,6.78141027,270000.0001
2014/5/21 0:00,3,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,23418 SE 282nd Pl,Maple Valley,WA 98038,USA,6.937788419,274999.9999
2014/5/21 0:00,3,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,8723 S 117th St,Seattle,WA 98178,USA,7.80736152,285000.0
2014/5/21 0:00,3,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,3901 NE 5th Pl,Renton,WA 98056,USA,6.120992181,288400.0
2014/5/21 0:00,2,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,8041-8299 Beacon Ave S,Seattle,WA 98118,USA,7.764577087,299800.0
2014/5/21 0:00,3,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,29820 125th Pl SE,Auburn,WA 98092,USA,6.884542837,299900.0
2014/5/21 0:00,2,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,9807 22nd Ave SW,Seattle,WA 98106,USA,7.400600979,300000.0
2014/5/21 0:00,4,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,4231 SW 323rd St,Federal Way,WA 98023,USA,7.274859745,318989.0
2014/5/21 0:00,3,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,11502 Corliss Ave N,Seattle,WA 98133,USA,6.395408403,325000.0
2014/5/21 0:00,3,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,17510 194th Ave NE,Woodinville,WA 98077,USA,7.110298243,330000.0001
2014/5/21 0:00,3,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,23902 231st Pl SE,Maple Valley,WA 98038,USA,6.205776089,332500.0
2014/5/21 0:00,4,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,11283-11399 5th Ave SW,Seattle,WA 98146,USA,6.217934926,334990.0
2014/5/21 0:00,4,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,1816 Talbot Rd S,Renton,WA 98055,USA,7.594382673,344500.0
2014/5/21 0:00,3,1.5,980,7790,1.0,0,0,5,980,0,1969,0,9753 NE 127th Pl,Kirkland,WA 98034,USA,6.429478578,350000.0
2014/5/21 0:00,3,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,933 N 97th St,Seattle,WA 98103,USA,6.108077937,360000.0001
2014/5/21 0:00,3,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,932 223rd Pl NE,Sammamish,WA 98074,USA,7.449780655,368250.0
2014/5/21 0:00,3,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,12401 NE 108th Ln,Kirkland,WA 98033,USA,6.227321044,374000.0
2014/5/21 0:00,3,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,9215 NE 183rd St,Bothell,WA 98011,USA,7.139553463,385500.0
2014/5/21 0:00,3,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA,7.714245432,389999.0
2014/5/21 0:00,3,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA,6.231551618,396450.0
2014/5/21 0:00,3,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,1018 S 226th St,Des Moines,WA 98198,USA,6.270207562,405000.0
2014/5/21 0:00,3,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA,7.496307203,413800.0
2014/5/21 0:00,1,1.0,960,40946,1.0,0,0,5,960,0,1945,0,10815 E Lake Joy Dr NE,Carnation,WA 98014,USA,7.769481572,420850.0
2014/5/21 0:00,3,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,14540 5th Ave NE,Shoreline,WA 98155,USA,6.370636608,430000.0
2014/5/21 0:00,3,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,945 N 80th St,Seattle,WA 98103,USA,7.000662994,430000.0
2014/5/21 0:00,4,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,1740 216th Pl NE,Sammamish,WA 98074,USA,6.54933207,442000.0001
2014/5/21 0:00,2,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,3026 37th Ave SW,Seattle,WA 98126,USA,6.941871956,450000.0
2014/5/21 0:00,4,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,7308 28th Ave SW,Seattle,WA 98126,USA,7.36437052,451999.9999
2014/5/21 0:00,4,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,1017 N 38th St,Seattle,WA 98103,USA,6.022191172,474999.9999
2014/5/21 0:00,3,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,6521-6599 S Norfolk St,Seattle,WA 98118,USA,7.118985969,495000.0001
2014/5/21 0:00,3,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,11125 115th Ave NE,Kirkland,WA 98033,USA,6.334715093,512499.9999
2014/5/21 0:00,4,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,8020 NE 153rd Pl,Kenmore,WA 98028,USA,6.394881087,520000.0
2014/5/21 0:00,3,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,3 Ober Strasse,Snoqualmie Pass,WA 98068,USA,6.252493825,525000.0
2014/5/21 0:00,3,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,5155 54th Ave S,Seattle,WA 98118,USA,7.650993609,525000.0
2014/5/21 0:00,4,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,4136 258th Ave SE,Issaquah,WA 98029,USA,6.201640176,535800.0
2014/5/21 0:00,3,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,26933 NE Union Hill Rd,Redmond,WA 98053,USA,6.513518135,539999.9999
2014/5/21 0:00,3,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,13031 NE 70th Dr,Kirkland,WA 98033,USA,7.749250428,556000.0
2014/5/21 0:00,3,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,USA,6.55493744,556000.0
2014/5/21 0:00,3,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,7913-7935 79th Way NE,Kirkland,WA 98034,USA,7.876421083,567000.0001
2014/5/21 0:00,4,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,6907 Fairway Ave SE,Snoqualmie,WA 98065,USA,6.460281066,589000.0001
2014/5/21 0:00,3,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,5718 147th Ave NE,Bellevue,WA 98007,USA,7.589631191,599999.9999
2014/5/21 0:00,4,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,8410 NE 124th St,Kirkland,WA 98034,USA,6.164480512,600000.0001
2014/5/21 0:00,4,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,8537 135th Ave SE,Newcastle,WA 98059,USA,6.152797217,619420.0001
2014/5/21 0:00,4,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,16021 NE 203rd Pl,Woodinville,WA 98072,USA,6.040295398,625000.0001
2014/5/21 0:00,4,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,3821 39th Ave S,Seattle,WA 98118,USA,6.32686957,635000.0
2014/5/21 0:00,4,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,11221 NE 106th Pl,Kirkland,WA 98033,USA,7.743062271,655000.0001
2014/5/21 0:00,4,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,2148 NW 197th St,Shoreline,WA 98177,USA,6.514713721,668750.0001
2014/5/21 0:00,4,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,4118 107th Pl NE,Kirkland,WA 98033,USA,6.964372014,691000.0
2014/5/21 0:00,4,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,4375 279th Ave NE,Redmond,WA 98053,USA,6.818178162,699999.9999
2014/5/21 0:00,4,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,543 N 138th St,Seattle,WA 98133,USA,6.502381584,700000.0
2014/5/21 0:00,3,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,208 N 45th St,Seattle,WA 98103,USA,7.302068968,720000.0
2014/5/21 0:00,4,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,26592 SE 15th St,Sammamish,WA 98075,USA,6.254339501,743999.9999
2014/5/21 0:00,4,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,321 246th Way SE,Redmond,WA 98074,USA,7.7568074,814999.9999
2014/5/21 0:00,5,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,5558 W Mercer Way,Mercer Island,WA 98040,USA,7.558052981,895000.0
2014/5/21 0:00,5,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,7.930199132,949999.9999
2014/5/21 0:00,4,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,19400-19498 23rd Ave NW,Shoreline,WA 98177,USA,6.865447271,969999.9999
2014/5/21 0:00,5,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,13600 NE 36th Pl,Bellevue,WA 98005,USA,7.970443367,975000.0002
2014/5/21 0:00,4,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,124 NE 63rd St,Seattle,WA 98115,USA,7.818750477,1003000.0
2014/5/21 0:00,3,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,USA,7.621840275,1030000.0
2014/5/21 0:00,4,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,USA,6.075024487,1130000.0
2014/5/21 0:00,3,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,USA,7.658028199,1185000.0
2014/5/21 0:00,3,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,126th Ln NE,Kirkland,WA 98033,USA,7.688236338,1550000.0
2014/5/22 0:00,2,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,10218 Aqua Way S,Seattle,WA 98168,USA,7.848829445,149999.9999
2014/5/22 0:00,2,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,8601-8633 26th Ave SW,Seattle,WA 98106,USA,7.397926636,168000.0
2014/5/22 0:00,4,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,13904 24th Ave S,SeaTac,WA 98168,USA,6.349306861,180000.0
2014/5/22 0:00,2,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,309 Hardie Ave NW,Renton,WA 98057,USA,7.326839347,180000.0
2014/5/22 0:00,3,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,USA,7.974425193,180000.0
2014/5/22 0:00,3,1.0,910,6000,1.0,0,0,2,910,0,1956,0,303 SW 108th St,Seattle,WA 98146,USA,6.637162131,219900.0
2014/5/22 0:00,2,1.0,740,11250,1.0,0,0,2,740,0,1938,0,11050 24th Pl SW,Seattle,WA 98146,USA,7.335396992,235750.0
