index,residence space,building space,exchange rate,unit price of residence space,unit price of building space,total_cost
889,1880,7200,6.160540436,25.92529171,0.580262069,326000.000006526
890,1600,6765,7.778720748,24.55557419,0.444339025,328999.9999793505
891,2170,4905,7.738262028,18.18220998,0.647689336,329899.9999522332
892,2303,3680,7.231689935,19.18364232,0.394529283,329995.0000256265
893,1180,43124,6.032426396,14.36440227,0.875483748,330000.0000690946
894,860,8308,6.445719928,54.07436602,0.564854227,329999.9999987161
895,1060,10050,7.980525375,35.22375039,0.46169262,334999.9999945352
896,1240,11200,7.576940881,33.73659317,0.330313607,344999.9999807469
897,2800,5120,7.054065549,16.17676751,0.722280191,345599.999959864
898,2220,6953,7.429972154,18.65194119,0.819673927,350000.00003613444
899,1590,10523,7.244903594,32.20462681,0.019965442,372500.0000389488
900,1150,4000,7.753630526,39.54938996,0.7529034,376000.0000117907
901,2800,9764,7.013030323,17.82304149,0.438379189,380000.0001184501
902,1690,1468,7.458410985,29.56789264,0.667201396,379999.9999460399
903,1700,4000,7.944348631,27.8310105,0.25588236,383999.99998598895
904,1490,9630,6.193050777,36.98832993,0.732486126,384999.99998735584
905,1230,1280,6.37759613,48.81029412,0.503522671,386999.99997172394
906,1320,4440,7.144452469,40.66966316,0.124759196,387499.99998521904
907,1770,33132,7.199969565,24.13814406,0.345357378,389999.99999602255
908,1080,2940,7.83562632,45.23584619,0.529272687,394999.9999852827
909,1730,6375,7.739465258,26.3811558,0.880649642,396674.9999325226
910,2430,4781,6.563895879,23.93596267,0.739755752,404999.99995149585
911,1800,3168,6.929527222,32.1529179,0.376621026,409316.0000442831
912,1970,2377,7.135189993,28.98772573,0.444514904,415000.00002723845
913,1940,6909,7.587321477,25.77471254,0.831952171,422999.9999991347
914,2800,8494,6.469930949,21.71145007,0.594654089,426000.00009235454
915,1200,4500,6.326316286,56.07310847,0.151625426,429999.99999292643
916,2010,251341,7.858828441,19.18335401,0.068839553,439000.0009373191
917,1270,1443,7.932405669,42.90270935,0.680686127,439999.99994137423
918,1300,4000,7.168044513,46.81493986,0.13103139,439999.99997134844
919,2060,44866,6.727734571,23.29424891,0.421279971,450000.0001233598
920,1210,3760,6.638467059,55.59771927,0.216693605,452000.0000232723
921,2140,10350,6.243664938,31.68606558,0.535862064,458000.00002515287
922,1270,1213,7.125326355,50.72126432,0.927330515,466999.99999438436
923,1650,7775,7.880876727,36.26418978,0.056150325,474999.9999935859
924,2050,3960,6.71732297,34.45409707,0.20862086,480000.0000325882
925,1480,5120,7.666459854,41.6172161,0.299117942,483944.9999225658
926,4460,2975,6.724530793,15.71896567,0.928050636,489999.9999325854
927,1910,8190,7.022158335,32.35462285,0.97457707,489999.9999525372
928,2090,4300,6.019230173,38.30324364,0.468957316,493999.999982226
929,3200,43560,6.717604443,22.14664614,0.081602032,499949.99994808895
930,2020,8118,7.911380912,30.42431012,0.331483955,507499.9999973639
931,2670,8765,7.256320918,25.75944374,0.250415338,514999.9998872957
932,1820,9350,7.380660753,38.21222835,0.095678299,519899.99997319246
933,2680,10000,7.349644421,22.77368583,0.971824413,520000.0000082281
934,1540,4773,6.566833489,50.51131261,0.452500762,524999.9999335721
935,2830,5802,7.33763017,25.39747584,0.554551529,551000.0000142854
936,2890,12478,6.784546219,29.00541173,0.345876602,598000.0000935795
937,2660,4975,7.274866823,29.40037424,0.857058925,599949.9999543988
938,2820,13193,7.847245236,26.15714147,0.349299827,614999.9999162428
939,1700,4105,6.455396699,55.74790173,0.291055783,619499.9999868277
940,2480,9041,6.367377715,38.25691488,0.275873833,619999.9999601931
941,3550,8048,7.838822958,20.72554505,0.764869919,624999.9998420731
942,2150,12028,7.577408502,39.18363119,0.007051516,638999.9999639962
943,2690,28300,7.653526908,31.38755755,0.132936523,674999.9999476922
944,1990,10260,6.462800434,51.40298107,0.209742197,674999.9999805638
945,2650,7945,6.031594007,41.00513214,0.909523327,699000.0000076671
946,3230,7331,6.98072043,30.48126529,0.834708351,730000.0000340566
947,2770,10773,7.03698198,35.86014514,0.672057354,749949.9999562344
948,2150,4505,7.557597836,45.62309226,0.401735675,754999.9999614275
949,2450,13300,7.68570861,39.14232868,0.224520761,759999.9999917698
950,2560,12100,6.294925219,45.98966668,0.3134642,764999.9999929674
951,3070,4684,6.918212543,36.7144001,0.161273985,785000.0000456319
952,3160,8097,6.404074115,40.96432461,0.598029907,860000.0000403284
953,3500,13875,7.622083075,31.54619525,0.362937617,879949.9999008009
954,2260,41984,7.698399654,48.74895421,0.237762153,924999.999823401
955,3120,5086,7.181680686,41.20812653,0.812104397,953006.9999076116
956,2620,13777,6.330453473,56.95308035,0.382828743,977999.9999861802
957,2390,6888,7.759793513,57.12214887,0.75993228,1100000.0000656676
958,2880,3192,7.078899205,55.00736986,0.157202123,1125000.000104178
959,4560,16643,6.749568984,35.89536639,0.958855359,1212500.000039536
960,4380,74052,6.119766858,47.07673664,0.084133941,1300000.000148512
961,4460,16953,7.954010442,49.25977183,0.3894504,1799999.999968685
962,1010,25000,6.427269531,12.9182251,0.411626094,150000.0000288963
963,1100,7600,6.041365516,22.03281866,0.941553822,189649.99997692078
964,1380,7350,7.242609009,15.4138615,0.769098019,194999.99995838085
965,1080,3899,7.825588169,21.99618817,0.298120437,195000.00001340985
966,1240,4842,6.441328991,22.48092501,0.97596463,210000.00003726158
967,1020,7874,7.278261472,23.18530097,0.800508103,217999.9999769232
968,2160,8005,7.439357555,11.85545772,0.495272629,220000.00009325115
969,1060,9126,6.755298145,29.02264449,0.197570374,219999.99999877604
970,1930,6120,6.81843514,16.62680184,0.268358253,230000.0000233972
971,1330,7200,7.628196391,22.08582277,0.290010642,239999.99997180805
972,1780,23819,6.095175499,11.22185422,0.855824719,246000.0000653411
973,1140,5500,6.25633315,30.43924993,0.953232754,249900.0000057793
974,1170,7258,7.099171298,25.136186,0.799950438,250000.00002883276
975,1060,9039,6.548946866,34.85236035,0.220605849,255000.0000062674
976,1990,8991,6.471170646,18.53417668,0.310639826,256750.00003948988
977,2220,8797,6.37289075,16.15226292,0.561531037,260000.0000845031
978,1310,5200,6.597994702,30.48541901,0.074900884,266066.66668845847
979,1390,10905,6.78141027,23.44861673,0.662187067,270000.00006922835
980,2030,6326,6.937788419,17.6783077,0.592954014,274999.9999321602
981,2380,6000,7.80736152,13.67713872,0.658736576,284999.9999517013
982,1870,3230,6.120992181,24.88232166,0.181610809,288399.9999738488
983,790,5240,7.764577087,43.38429606,0.827796303,299799.99999180937
984,2720,6014,6.884542837,14.42586967,0.71882065,299900.0000192056
985,970,13700,7.400600979,41.52045345,0.019153907,299999.9999907496
986,2000,9000,7.274859745,19.85053503,0.460784502,318989.00003539573
987,990,6750,6.395408403,51.2391447,0.013474852,324999.9999876861
988,1250,9126,7.110298243,31.18073117,0.814775513,330000.00006280676
989,1800,10500,6.205776089,26.2466589,0.603345759,332499.9999802847
990,2220,4228,6.217934926,22.66733342,0.840425665,334989.9999544674
991,1800,5453,7.594382673,24.08618904,0.368115807,344499.9999736236
992,980,7790,6.429478578,48.81605486,0.846858665,350000.000041341
993,1530,1131,6.108077937,38.19292152,0.444893289,360000.00006791827
994,2150,7484,7.449780655,21.28600688,0.489854459,368250.0000059838
995,2000,9416,6.227321044,26.17334669,0.81895017,374000.00001883827
996,1540,7947,7.139553463,33.87779963,0.229415133,385499.9999804799
997,1445,1471,7.714245432,34.27753923,0.696564054,389998.999955874
998,1540,12446,6.231551618,36.97910001,0.536073849,396449.9999525224
999,2470,9620,6.270207562,25.18873439,0.246880381,404999.9999884383
1000,1440,4421,7.496307203,37.9471621,0.125898925,413799.99999846524
1001,960,40946,7.769481572,20.36667574,0.845383055,420849.9999666587
1002,2550,11160,6.370636608,24.83530301,0.373401112,430000.00001830864
1003,1150,3000,7.000662994,53.34226272,0.026383915,430000.0000282813
1004,2080,12007,6.54933207,30.52683898,0.332470473,442000.0000875571
1005,1200,4000,6.941871956,52.73745097,0.384768034,450000.000002641
1006,1660,6150,7.36437052,36.65642744,0.085679224,451999.99992983014
1007,1790,2250,6.022191172,43.16850181,0.712589852,474999.9999214152
1008,2380,6250,7.118985969,27.8659249,0.513835754,495000.0000549657
1009,1900,7604,6.334715093,42.06067061,0.12994839,512499.9999289348
1010,3290,11446,6.394881087,23.60051097,0.320579864,519999.9999675091
1011,2100,10362,6.252493825,39.92198791,0.012576891,524999.9999699113
1012,1450,4000,7.650993609,45.9458295,0.499271447,525000.000004433
1013,1900,5790,6.201640176,43.01314811,0.806825166,535800.0000092088
1014,1300,62290,6.513518135,31.81904635,0.666876629,539999.9998872898
1015,2020,3600,7.749250428,33.9372827,0.887656642,556000.0000325945
1016,1960,1168,6.55493744,42.83599647,0.738873255,555999.9999805186
1017,2540,6093,7.876421083,27.57453356,0.319660981,567000.0001126728
1018,2910,5776,6.460281066,30.71045386,0.312514384,589000.0001331698
1019,2230,9053,7.589631191,32.14206813,0.815024066,599999.9999490278
1020,2360,5226,6.164480512,40.96096298,0.127043614,600000.0000762639
1021,2450,14803,6.152797217,38.80969966,0.37756845,619420.0000590547
1022,2630,48706,6.040295398,39.05829925,0.015366355,625000.0000645166
1023,2750,6180,6.32686957,34.47514042,0.899507166,635000.0000354865
1024,2350,13402,7.743062271,34.3992971,0.28007064,655000.0001277507
1025,2340,6420,6.514713721,41.62249861,0.818629276,668750.0000635369
1026,2550,8632,6.964372014,36.39271428,0.743496513,690999.999962663
1027,3010,46173,6.818178162,19.31728178,0.964236752,699999.9999129078
1028,2780,7875,6.502381584,38.3426344,0.13464639,700000.0000344703
1029,2020,1159,7.302068968,48.31928348,0.860430111,720000.0000143921
1030,2830,13059,6.254339501,39.0913067,0.637798262,743999.9999328328
1031,3488,9614,7.7568074,28.0427914,0.754706054,814999.9998626251
1032,2876,13927,7.558052981,36.77707491,0.908011291,894999.9999792894
1033,5330,6000,7.930199132,21.65722947,0.727032211,949999.9999479348
1034,2790,5420,6.865447271,49.08468596,0.800913677,969999.9998787266
1035,4850,36450,7.970443367,19.79236002,0.72246915,975000.0002489046
1036,2290,6120,7.818750477,55.12786463,0.33309756,1002999.9999679927
1037,3880,13095,7.621840275,31.94563914,0.854439649,1030000.000071779
1038,3810,8519,6.075024487,48.04992014,0.344792222,1129999.9998513337
1039,2760,40946,7.658028199,54.99880057,0.071872263,1185000.0001642865
1040,4460,26027,7.688236338,41.01848767,0.7171111,1550000.000039125
1041,820,10270,7.848829445,12.83904934,0.835745818,149999.99994704255
1042,1160,2174,7.397926636,18.96899992,0.324298766,167999.99998245688
1043,1740,7292,6.349306861,15.65918542,0.151202492,179999.99995607548
1044,1400,4500,7.326839347,16.22500705,0.411600002,179999.99998746428
1045,870,5330,7.974425193,22.52558098,0.558143411,180000.00003453201
1046,910,6000,6.637162131,33.89859617,0.380651249,219900.00003204684
1047,740,11250,7.335396992,36.34336769,0.466185875,235749.99995732197
1048,1720,8300,6.06758407,19.9434048,0.633051681,240015.3333071067
1049,1580,8000,7.770230621,18.10204071,0.366171419,245000.0000029309
1050,940,8532,7.078786407,28.82803357,0.962420681,249949.99999227474
1051,2570,7264,7.485985153,11.09089919,0.756229423,254500.00004063046
1052,1550,3569,6.370148942,24.29293783,0.841786594,258999.9999813178
1053,840,867,7.449052275,42.35601448,0.769515007,270000.0000228678
1054,1170,14149,7.927663158,25.97791551,0.303519497,275000.00006821204
1055,980,10640,6.208182571,43.53716716,0.455968856,295000.0000127695
1056,2760,6000,7.867494958,12.04443021,0.814825154,300000.00004415517
1057,2040,10812,7.050024677,15.82691399,0.949513319,300000.00002105825
1058,2200,8100,7.305851565,17.65834792,0.357900305,305000.00000814797
1059,2320,7500,7.644693902,17.17952475,0.040276777,307000.00001818355
1060,1070,5824,7.016839766,37.52422676,0.935186695,319950.0000014285
1061,1110,10500,6.343046094,44.51567393,0.098719003,319999.99998126377
1062,998,844,6.596624709,47.81851034,0.93220779,319999.9999732754
1063,1347,1292,6.360351833,37.02705597,0.459335759,321000.0000091788
1064,1750,7208,7.252334548,21.51445471,0.974607893,323999.99996642856
1065,3150,6202,7.530652942,13.63755267,0.139085857,330000.0000159724
1066,1070,6109,6.148506935,47.86386789,0.588593194,336999.99998237396
1067,1980,7403,7.34109828,20.53726236,0.804649945,342246.4286106409
1068,1220,7876,6.130201349,41.45977054,0.797589198,348579.999983523
1069,2052,3723,7.632760493,22.31139647,0.015815896,349900.000043302
1070,1060,1600,6.677799997,49.74721018,0.104447275,353250.00001049886
1071,1280,959,6.525609215,42.36752209,0.177917383,355000.0000081806
1072,1060,16470,6.084097157,49.43449651,0.371137506,355999.99999964325
1073,1360,885,7.386963804,35.32027632,0.636782232,358999.99996289157
1074,1100,4046,7.34613736,43.44711971,0.333573863,360999.999937037
1075,2420,4670,7.559824849,20.41387822,0.185038446,380000.0000640441
1076,1230,987,6.260002962,49.30275838,0.061250126,380000.000029662
1077,1250,7300,7.421356771,41.44296647,0.010081977,385000.0000004759
1078,3140,8060,7.647011223,14.8270052,0.550494123,389950.00000556017
1079,1040,6250,7.332286694,51.55949072,0.149019236,399999.9999738547
1080,1950,7221,7.065513886,27.68175269,0.521513814,407999.99994482705
1081,3220,8936,7.397403888,16.09921266,0.703786519,430000.0000332365
1082,1520,1588,6.560734434,42.90913556,0.201232147,429999.99998010055
1083,1900,1612,6.64387338,33.97337157,0.246679609,431499.99994251615
1084,2200,14925,6.24400592,29.31388826,0.314626412,432000.0000323603
1085,1470,1578,6.731286026,43.51533759,0.133322713,432000.0000102874
1086,1820,8008,7.94599719,29.10595931,0.849860154,475000.0000746965
1087,3250,34293,6.489153876,22.67655634,0.007895896,480000.0001731103
1088,2230,9600,6.82963781,27.59665058,0.941064789,481999.999934369
1089,1640,5000,6.002629589,49.37725912,0.197074614,491999.9999987744
1090,1560,1750,7.38960514,42.02375058,0.770138171,494400.00005648227
1091,2860,59612,7.551998021,11.7203,0.555002891,503000.0000237032
1092,2350,8140,7.16286115,30.6009441,0.684371682,555000.0000428533
1093,3000,42200,7.969724007,24.01291532,0.032323385,585000.0000147949
1094,2170,8240,6.798299781,36.65037336,0.925101224,592499.9999512996
1095,1650,5100,7.727697032,45.63728531,0.459073469,599999.9999814224
1096,2750,14982,6.575608779,31.86567161,0.289044863,604699.9999185981
1097,2980,8107,7.267392737,26.32805346,0.887995518,622499.9999208243
1098,2060,12558,7.530851735,34.23697738,0.992496195,625000.0000062068
1099,3240,13978,6.261659456,31.28358233,0.011718522,635699.9999446179
1100,2260,7005,6.42677849,41.92253005,0.876405258,648360.0000168484
1101,2860,12394,7.392516729,28.51753484,0.568255932,654999.9999997105
1102,2740,8520,6.574897161,33.41082795,0.983550318,656999.9999569941
1103,2670,10496,7.578611622,28.94741319,0.902031474,657500.0000602282
1104,2450,4332,6.423500478,41.6467213,0.164646443,660000.0001163323
1105,2600,17388,6.234244658,36.79810984,0.632264275,665000.0000358145
1106,2000,3207,7.906109177,42.76377941,0.031937915,677000.0000629118
1107,2930,18199,6.199472309,38.35055369,0.464289917,749000.0000658836
1108,2350,8001,6.014072323,53.24218122,0.364194527,770000.0000470532
1109,2410,6000,6.603993764,50.52458201,0.021948862,804999.9999864687
1110,3090,6744,7.269112316,35.71048623,0.976826797,849999.9999656888
1111,3340,10890,7.863375638,33.37776279,0.389775264,909999.9998674717
1112,4260,18687,6.104846034,37.34388901,0.252546031,999999.9998520282
1113,3440,35021,6.988053082,33.55416691,0.994549239,1050000.000081611
1114,3030,12590,6.507545355,52.55041444,0.168658102,1049999.9999643192
1115,3860,5474,6.311150119,41.97952018,0.820188704,1051000.000106868
1116,3600,9200,6.273311647,45.87844872,0.673742615,1075000.0001478752
1117,2890,12130,6.959326412,57.7289426,0.10577698,1169999.9999893422
1118,430,5050,7.893801545,15.50381156,0.686711883,79999.9999887843
1119,580,7500,6.871645286,14.73390841,0.60688442,89999.99999535954
1120,1080,10500,7.310476713,13.36978072,0.350981889,132499.9999856966
1121,1300,44431,7.795886732,15.36367868,0.055703288,175000.00002004963
1122,1350,11507,6.547997932,16.49460044,0.71921235,200000.0000021417
1123,960,9633,7.6769696,22.1628435,0.739156207,218000.00001379833
1124,1300,11867,6.419407922,24.57520122,0.261413991,224999.9999873488
1125,1810,39639,6.509769259,14.65744151,0.241419326,234999.99991920593
1126,1140,1730,7.021747638,28.97526588,0.251820008,235000.00004400467
1127,1450,8960,7.591317334,19.00744712,0.51129304,244000.00000291714
1128,1490,8371,6.796552538,24.21700444,0.17150696,254999.999968291
1129,1620,7540,6.501755178,21.2620989,0.69456132,257999.9999684852
1130,1960,9898,7.144448577,18.15033068,0.076706067,259585.57144168788
1131,1930,15531,7.367727054,15.99722412,0.415317847,274999.99994360027
1132,1340,7788,7.939605123,22.69115522,0.94749698,300000.00000388623
1133,780,13500,7.090862107,41.91988991,0.774564293,305999.9999641267
1134,1920,6862,7.112874053,23.43930305,0.10031121,325000.00001216476
1135,2210,6080,6.379755351,22.62150845,0.388087345,334000.0000560784
1136,1750,8476,7.266247882,24.56276865,0.367948241,335000.00004165387
1137,1010,11244,6.26221981,46.51683669,0.792308706,349999.9999496158
1138,1220,1186,6.301925006,45.2376995,0.962900798,354999.999965431
1139,1270,1323,6.876001999,40.71677599,0.488057606,359999.99999063666
1140,2120,8399,7.899391937,21.89891233,0.165135534,377691.00005432963
1141,1800,5612,7.095420898,29.41062245,0.185202183,382999.9999899629
1142,2440,7155,6.936613226,20.53112229,0.816092151,387999.9999654175
1143,2420,12676,6.079860631,26.79838086,0.067581365,399500.0000669432
1144,1540,1827,7.496633088,33.89315138,0.781948479,401999.9999376373
1145,1650,9641,6.382527235,36.41032237,0.431578174,410000.00002019445
1146,1110,9762,6.219863146,52.7117521,0.857657823,415999.99996684043
1147,1830,9600,6.548911625,33.66900632,0.469122404,432999.99999597506
1148,2380,12067,7.913439646,23.25241003,0.021095356,439949.9999691303
1149,2560,10400,6.365072631,25.12497287,0.462242754,440000.0000583836
1150,1630,8702,7.350599714,34.87960284,0.423526251,445000.0000333104
1151,1560,4080,6.660808621,42.33806138,0.368745718,449950.0000109145
1152,1670,4005,7.75579644,33.46259153,0.85591783,460000.0000544657
1153,1300,2580,7.2411004,47.72656188,0.681367046,461999.99996435107
1154,1120,5500,7.617726528,51.39722272,0.62262467,464599.9999782829
1155,2430,20720,6.501126739,25.19974752,0.499809349,465425.00006493554
1156,1620,8645,6.881304491,37.03286665,0.912241468,467099.9999614153
1157,1670,1596,6.38080488,47.07829187,0.32761472,505000.0000094886
1158,1680,6500,6.438224159,47.3213264,0.07556514,515000.00004672
1159,1680,3420,6.684638974,46.53078639,0.150920604,525999.9999150723
1160,1814,5000,6.399581768,44.32557584,0.482263497,530000.0000750679
1161,2210,7620,6.643409481,33.180365,0.945187899,534999.9999486479
1162,2830,213879,7.178103558,19.00000899,0.10677978,549899.9995127076
1163,2510,5400,6.441723107,32.58784645,0.663960617,549999.9999684767
1164,1830,9152,7.682826806,35.02793596,0.818084657,550000.0000014945
1165,1430,5000,6.474216143,56.38257163,0.926841892,551999.999962019
1166,3510,12905,7.051931956,19.41323849,0.816415735,554819.9999018643
1167,3840,16905,7.891751537,16.65268126,0.3849164,555999.9999627058
1168,1620,1173,7.439905095,47.72721742,0.545517021,580000.0000216439
1169,1670,4572,6.397338503,52.12235719,0.962366888,585000.0000117612
1170,1960,2500,7.634896023,38.77297668,0.984208028,598999.999986802
1171,1500,3920,7.827932135,50.32179527,0.492956137,605999.9999963797
1172,2600,10092,7.535011797,30.09900223,0.464597223,625000.0000432972
1173,2250,5700,7.948934884,35.14246052,0.440276501,648474.9999115017
1174,2290,6250,7.33159085,36.95963902,0.888777182,661253.999976837
1175,1800,9550,7.739331702,44.7655915,0.559860418,664999.9999689658
1176,1590,6750,7.629298406,51.48296411,0.892884497,670499.9999932228
1177,2560,36601,6.00736549,34.29386291,0.671287051,675000.0000959784
1178,2390,9157,7.51376093,37.76223263,0.826557152,735000.000025127
1179,2380,9614,7.321544189,42.371627,0.62030343,782000.0001176008
1180,3500,7200,6.711249356,33.50120622,0.034719475,788599.9999326814
1181,2530,9200,7.131716934,49.56467307,0.11724291,902000.0000706504
1182,2840,13367,7.244415275,44.31406044,0.343635735,945000.000078461
1183,3400,7452,6.296567879,42.32837902,0.933891095,950000.0000236343
1184,3680,5854,6.616966949,39.43219224,0.511384086,980000.0001045197
1185,4380,42769,6.032557012,37.42169212,0.237287141,1049999.9997885365
1186,4740,172497,7.821522699,18.83388542,0.371891652,1200000.00023447
1187,3370,7920,7.974418117,48.80596766,0.212148097,1324999.9999007145
1188,4390,11600,7.401906422,47.0998858,0.926123497,1609999.9998496652
1189,720,7200,6.244470507,43.370489,0.08908921,198999.9999921868
1190,1260,6908,6.850612188,26.7765949,0.293097512,245000.00004876265
1191,2670,10026,6.997628167,16.05489627,0.67042267,347000.0001101822
1192,1960,9300,6.586427724,27.92454849,0.187921145,371999.9999612385
1193,2460,4399,6.721273834,26.26730735,0.209273891,440500.0001045596
1194,1370,3000,6.545550229,51.34097375,0.947450588,479000.0000461106
1195,1740,5782,6.661389457,41.42399421,0.430002346,496699.99994759983
1196,3670,7000,7.916343913,26.75346143,0.771138129,820000.0000981727
1197,5584,68257,7.704533524,35.49047567,0.291173343,1680000.0000920394
1198,1570,8459,7.089044176,13.15253961,0.810704249,195000.00003379438
1199,1560,4200,6.24994398,27.99525872,0.839957016,295000.0000222996
1200,2630,3435,7.735690115,14.93176986,0.798399882,324999.99999699235
1201,1620,7410,7.524871023,25.05046252,0.895412531,355300.00005619647
1202,2980,28000,7.148115862,27.18022747,0.479764302,674999.9999111355
1203,1140,8800,6.534407034,20.59812418,0.331461505,172500.00001305272
1204,1140,5000,6.526659269,36.65459058,0.10037274,276000.0000001867
1205,2100,3916,7.155884347,21.82527679,0.643190577,346000.0001043302
1206,1780,4050,7.196126429,28.79208656,0.041144866,369999.9999854827
1207,1690,9144,7.755012679,27.7661201,0.226309517,379950.0000238461
1208,2730,19877,6.298963315,21.02206337,0.786721184,459999.99992103025
1209,2700,8810,6.022545615,39.8334273,0.796735491,690000.0000028793
1210,2130,35169,7.919692933,46.00683607,0.373080223,880000.000120528
1211,1180,9350,6.039673228,17.77276249,0.590335798,159999.99999472187
1212,910,5250,6.54046449,36.76795921,0.732833529,244000.0000262297
1213,960,8100,6.505208118,34.14751826,0.792313982,254999.9999911866
1214,1630,8018,6.594944723,21.02155378,0.643427749,259999.99999927162
1215,1658,2700,6.028992568,25.39798363,0.615543288,263899.99999299407
1216,1440,7741,6.470325431,24.25927511,0.778045827,265000.00003670953
1217,1930,6600,7.282104033,17.04875059,0.59067601,267999.99999854126
1218,1670,7415,6.612528304,24.29262242,0.136410363,274949.99998154835
1219,1200,6250,7.732405794,29.924986,0.048201046,279999.99995416804
1220,1680,15711,7.465209113,15.06794355,0.79314404,282000.0000240416
1221,1982,6406,6.066029908,20.9696729,0.799926192,283199.9999796137
1222,2840,7199,6.313290689,15.82535439,0.182740061,292049.9999715831
1223,1410,6400,6.450548336,28.11056878,0.972753991,295832.0000447454
1224,900,7500,7.626916963,38.13867517,0.73786988,304000.00002231874
1225,2100,9288,6.563261815,18.18903976,0.890806673,305000.0000778919
1226,1255,1374,6.92472366,35.71444544,0.17053897,312000.00002485677
1227,1630,4473,7.856155238,23.68615669,0.272793942,312900.0000271183
1228,1320,6205,6.533499304,34.02168754,0.483210103,312999.99992831715
1229,1780,13095,6.114127865,23.94987795,0.803726242,324999.99995736574
1230,880,7683,7.142739152,49.99431654,0.216029625,326100.0000426735
1231,1810,12375,6.392556834,26.19893015,0.295350417,326499.9999946057
1232,1720,9600,6.482026482,28.23835565,0.215018629,328211.90480015986
1233,1600,5952,7.671921526,25.02798542,0.476961299,329000.0000314519
1234,2330,6250,7.393825072,19.58803668,0.162187144,344950.0000208018
1235,1180,844,6.09368612,47.75498362,0.31409649,344999.9999740121
1236,1810,4970,6.94210626,26.66443761,0.578387474,354999.9999463725
1237,1570,9467,7.533967284,26.46784391,0.657977666,360000.0000255933
1238,1050,9206,7.255256181,44.75263194,0.285567612,360000.0000456495
1239,1280,835,6.340426516,45.53878756,0.079098875,369999.99997915496
1240,2000,7294,7.073732358,24.98259653,0.417855629,374999.9999808932
1241,1440,8775,6.725139101,32.90867934,0.954123097,375000.0000642418
1242,2330,10750,6.781275514,21.64977444,0.643708374,388999.99995777826
1243,2870,9292,6.55849658,18.40924393,0.861233674,399000.00002608186
1244,1296,1051,7.752708834,39.78288488,0.028355148,399949.99997024547
1245,1470,6120,7.921153912,31.58113051,0.665593357,399999.9999949063
1246,1980,8100,7.097482313,26.20831175,0.63827541,404999.9999261582
1247,910,6490,7.462753495,57.38335238,0.31597267,405000.0000074937
1248,1950,8868,7.024155988,27.80155141,0.549030918,415000.00002331694
1249,1900,10226,6.092162104,32.98853539,0.532182427,414999.99996854673
1250,1870,5449,7.379252621,30.27099437,0.181161496,424999.99998368387
1251,1270,4000,7.093506535,45.2997161,0.948262787,434999.99998595053
1252,1650,12940,7.596956042,28.51167199,0.81997002,438000.0000049322
1253,2520,8515,6.993825614,22.31652696,0.951828532,449999.9999913196
1254,2510,5311,7.961571757,21.37689201,0.558461022,450800.0000481764
1255,1460,10311,6.537449049,41.68829343,0.854484222,455499.99997009756
1256,2420,8252,7.130913342,25.6664972,0.215452096,455600.0000330033
1257,1840,4030,6.183087908,39.82751161,0.176062983,457500.0000043698
1258,1600,1431,6.454857452,43.8514586,0.769970045,460000.0000097126
1259,1560,8640,6.715297245,40.09085698,0.775827578,464999.9999941495
1260,1160,6000,7.189056141,53.10186863,0.583463586,467999.9999926681
1261,1720,6270,6.588846017,41.63139277,0.12584995,476999.99992288474
1262,1150,4945,7.494733779,53.97530321,0.399063966,480000.00005929894
1263,1590,2550,7.454719151,39.72574262,0.901160217,487999.9999681098
1264,1940,9144,6.935097537,33.94742117,0.60346368,495000.0000432963
1265,1750,1548,7.399654901,37.59427375,0.713845264,494999.9999290884
1266,1820,1501,6.323712602,43.06081387,0.458953297,499950.000016914
1267,1760,4539,7.890107205,34.84508437,0.45013144,499999.99995209737
1268,3200,6473,6.872789634,22.41402618,0.495643249,515000.0001126629
1269,2750,3800,7.707146592,23.66366789,0.800923326,524999.9998979917
1270,2340,5600,6.470284282,35.29159499,0.018458937,535000.0000918141
1271,1960,3565,6.446439749,41.02806745,0.940296094,540000.0000195138
1272,4850,40902,6.350037287,18.04152267,0.055107172,569950.0001751874
1273,1930,36210,7.625666926,25.94515163,0.681397897,569999.9998755903
1274,1850,7735,7.832067101,39.31403835,0.253646281,585000.0000298219
1275,2710,3475,7.926366907,28.60636553,0.454625883,627000.0001207337
1276,2740,12899,6.750063348,35.77923916,0.134761747,673476.8181882241
1277,2540,7680,7.096806517,36.58656518,0.284287448,675000.0000233039
1278,2810,7700,7.031081823,34.33471183,0.122598991,685000.0000068201
1279,3000,4000,7.588853675,29.80574764,0.310508933,687999.9999710793
1280,2160,5581,6.818725042,47.77111528,0.299713904,714999.9999624863
1281,2500,4774,7.975603467,35.82633437,0.279928033,725000.0000128553
1282,2330,1987,6.652148736,46.56444042,0.777295407,731999.9999318871
1283,3390,5211,6.301528738,33.80681296,0.390187611,735000.0000231777
1284,1880,5400,7.136924313,53.67854673,0.817929797,751749.9999529229
1285,2610,7256,6.205856474,45.57458229,0.372320618,754949.9999192157
1286,3330,7399,6.155918917,35.69210383,0.622207121,760000.0000080898
1287,2520,2152,6.664515867,46.34401019,0.116567393,779999.9999511556
1288,2680,7200,6.52549683,44.86070163,0.329076229,800000.0000274259
1289,1850,50662,7.24211363,40.00037847,0.801522355,829999.9998952339
1290,3720,29043,7.909404997,25.51563128,0.462551064,856999.9998283049
1291,3720,15200,6.528786741,39.27555715,0.061580911,960000.0000262444
